ISBN	Titulo	 Autor	 Categoria	 Ano
3241-7630-4468-2122	Decada e Dinastia	Mariane Martins	Terror	1955
1427-9580-3168-5065	caca e viagem	Stephany Almeida	Terror	1977
6866-6445-966-3333	Cavaleiros e Câmara	Ian Porto	Terror	1957
2742-9086-6944-9227	vinganca e assassinato	Joao Miguel Vieira	Terror	1984
5363-2057-1017-3248	Tesouros e Defesa	Igor da Mata	Terror	1965
9418-1887-2300-6995	Imortais e verdade	Rebeca Rocha	Terror	1941
7977-5916-8714-6321	Infinito e Vampiros	Alicia Dias	Terror	1989
3468-3206-5883-1312	Salvacao e Existência	Lavinia Duarte	Terror	1988
2159-5734-9549-1188	Mal e Evolucao	Luiz Felipe Dias	Terror	1925
9008-9901-767-6600	Prototipos e Valor	 Alana Correia	Terror	1961
6478-2723-4331-6564	Vitoria e medo	Davi Lucca Barros	Terror	1970
3588-7876-766-6468	Fe e Oraculos	Maria Vitoria Sales	Terror	2020
5874-5688-2001-4062	Lobisomens e poder	 Pedro Henrique Azevedo	Terror	1997
8647-5366-8949-1983	Fogo e Frenesi	Daniela Santos	Terror	1943
4430-8427-5625-1420	Logica e Escombros	Gabrielly Araujo	Terror	1992
7136-7009-2389-5486	Bodybot	Fernanda Nascimento	Terror	1950
6152-1314-2468-991	ultracry	 Marcos Vinicius Martins	Terror	2016
894-577-159-6185	Alpharage	 Milena Sales	Terror	1960
1345-6756-2510-3844	Corrida maluca	Joao Guilherme da Rosa	Terror	1990
3875-8160-8132-7539	Emberline	Joao Miguel da Luz	Terror	1998
7295-5973-3698-6797	Ultrafobia	Yasmin Viana	Terror	1971
6955-9955-327-6390	Bodyflight	Gabriel Pires	Terror	1917
1673-2636-7911-6592	Bladestar	Leandro Silva	Terror	1952
1102-5643-4434-4941	Alterdoom	 Juan Ferreira	Terror	1945
496-4223-9277-7677	Dreadplan	Giovanna Pinto	Terror	2016
2272-2002-9544-2648	Projeto Sombrio	 Marcela Teixeira	Humor	1978
7054-699-6152-6535	traicao morta	 Joao Felipe Lopes	Humor	1921
5938-3209-3937-984	Alerta Infinito	Carolina Cunha	Humor	1999
8983-2051-6792-1146	Fuga Estelar	 Milena Fogaca	Humor	1989
6993-1847-7361-6897	Castelo do Guerreiro	 Otavio Martins	Humor	1938
8894-5552-5886-6216	Fronteira Fria	Heitor Cavalcanti	Humor	1914
8075-8907-1790-8614	virus parasita	Lorena Pinto	Humor	1985
4007-8113-8683-897	Legado do Armagedom	Julia Moraes	Humor	1946
9436-3168-6288-8496	Conflito de Lobisomem	Isabella Oliveira	Humor	2020
9296-9933-6559-3585	Predador da Alma	Rafael Silveira	Humor	2018
9829-4585-911-8620	Resistir ao heroismo	 Luiz Otavio Correia	Humor	1998
1386-5922-1219-9087	Retaliacao da Lei	Yago Dias	Humor	1922
3606-4051-5554-7210	Fortalecimento da Restituicao	Luiz Miguel Nunes	Humor	2007
5652-3906-4062-1739	Incinerar da Acusacao	Maria Vitoria da Rocha	Humor	1996
6105-4774-3690-5397	guarda da verdade	Joao Lucas Duarte	Humor	1982
8564-3729-3464-6829	Pilhagem da Salvacao	Nicole Martins	Humor	1919
2230-1422-4209-3969	Divisao da Hipocrisia	Leonardo da Rocha	Humor	1967
5219-6523-6381-9492	regra de invasao	 Isadora Rocha	Humor	1925
692-7610-1033-9154	explosao de regra	Theo Correia	Humor	1936
1249-6029-6938-4930	Contador de Ira	Gustavo Henrique Martins	Humor	1994
8454-3233-5649-8093	Sinfonia e filhos	Caue Costela	Humor	1942
3840-5890-8390-6453	brasas e caca	Thales Campos	Humor	2022
2143-8447-8710-8546	Armas e Escalada	Vitor Gabriel Farias	Humor	2004
289-5937-7403-5972	Ecos e palavras	 Bianca Cardoso	Humor	1949
3899-9990-1081-9091	Dias e idade	Alexia Moura	Humor	1998
3588-4028-4350-6926	poder e forca	Augusto Caldeira	Humor	1992
7377-6152-8837-6045	Remorso e Sombra	Andre Viana	Humor	2011
8568-427-5286-3792	Defesa e Enterro	 Isaac Teixeira	Humor	1913
6690-8523-2962-3483	Armas e Brasas	Yasmin Melo	Humor	1939
7804-1951-6531-2701	Semana e vinganca	Maria Clara Farias	Humor	1943
841-2150-4959-4699	Barbaros e Pesadelos	Carolina Porto	Humor	1931
6609-9171-8525-7779	Resistência e Harmonia	Carlos Eduardo Ramos	Humor	1943
5989-8215-5458-799	Lobisomens e Insanidade	Gabriel Costa	Humor	1941
8468-9585-2576-1772	Vitoria e Evolucao	Larissa Silveira	Humor	1939
7684-9401-2510-8377	Imortais e duvidas	Calebe Silveira	Humor	1996
4867-5764-5406-8939	Androides e Liberdade	Luiz Henrique Cavalcanti	Humor	2021
4958-5036-3993-5544	Ordem e Ambicao	Livia Pereira	Humor	1962
5511-2101-9305-4530	caos e dever	Antonio Caldeira	Humor	1978
8882-6491-2903-4422	Resistência e Poder	Ana Sophia Ramos	Humor	2021
2367-6301-8398-8517	Poder e Miseria	Eduardo Rodrigues	Humor	2020
1202-425-8970-2164	trabalhos demoniacos	Leonardo Lima	Humor	1948
9744-6103-3859-2651	arquefobia	Olivia Rocha	Humor	2014
2652-1162-1587-9422	Madside	Luiz Felipe das Neves	Humor	1973
8693-4785-7748-6511	Blockflight	Diogo Viana	Humor	1921
4839-7418-42-2212	Bulletbot	Marcos Vinicius Almeida	Humor	1994
2188-9532-8159-3283	Alfalândia	Lorenzo Carvalho	Humor	1974
4455-7070-555-5820	Farchase	Esther Nunes	Humor	1971
8842-4192-1852-3070	Warmania	Lucas Barros	Humor	1935
92-5738-2057-6685	Tempestade de Dragoes	Maria Cecilia Lopes	Humor	1958
9949-2033-8128-3366	deltanita	Matheus Pereira	Humor	1966
4802-407-7749-6251	Impacto do trovao	Luiz Felipe Barros	Misterio	1925
782-841-3206-725	Recompensa Fantasma	Amanda Pereira	Misterio	1914
9232-8966-5202-2532	Pesadelo Humano	Luigi Azevedo	Misterio	1958
3595-9096-3445-2666	Guerra do Chrome	Heloisa Pereira	Misterio	1917
2519-9545-472-6053	fuga de combate	Catarina da Rocha	Misterio	1912
3998-8511-3719-5396	Celula Fantasma	Ana Vitoria Sales	Misterio	1930
3760-7271-9297-2370	Ataque Especial	 Maysa Nunes	Misterio	1913
8681-782-8591-6465	Apenas ligue	Emanuella da Paz	Misterio	1981
3365-5157-7788-144	lâmina mortal	Matheus Viana	Misterio	1972
8297-6094-5777-8164	Sonho de Tempestade	Yasmin Novaes	Misterio	1986
5074-9898-1322-2837	corrida de hipocrisia	Caua Nogueira	Misterio	1916
7506-1761-5524-5596	Demolicao da Vinganca	Esther Teixeira	Misterio	1945
7363-7855-3156-566	Ascensao da Hipocrisia	Nathan Novaes	Misterio	1947
7260-6327-6729-1438	batalha de traicao	Ana Beatriz Dias	Misterio	1973
62-285-2607-158	Resistir a Violacao	Carlos Eduardo Oliveira	Misterio	2006
4140-1537-4987-2067	luta de redencao	Luiz Felipe Nunes	Misterio	2020
3235-1188-4391-360	Fuga de Mentiras	Davi da Mata	Misterio	1944
6098-3960-9608-699	Choque de Duplicidade	Ian Lopes	Misterio	2011
3277-3493-423-6677	Resistir a Traicao	Benjamin Novaes	Misterio	1960
1238-7133-9852-9046	plano de mentiras	Benicio Farias	Misterio	1983
8038-9968-4296-1796	Terra e Armas	 Catarina Fernandes	Misterio	2006
8523-6376-6606-1927	Barragem e Defesa	Leandro da Mata	Misterio	2020
2102-1696-2647-8723	Descida e Cidade	Maria Fernanda Pires	Misterio	1983
5741-6425-7882-4634	Perigo e Morte	 Maria Alice Cardoso	Misterio	1990
331-2028-1711-8575	Crônica e Planeta	Davi Lucca Fernandes	Misterio	1965
3869-7634-7960-5193	Sinfonia e Ecos	Lucca Moura	Misterio	2009
6297-8303-9529-9246	Doom e Rush	 Renan Porto	Misterio	1955
1429-8005-1085-8280	ciência e mundo	 Laura Novaes	Misterio	1921
4653-2193-7218-381	Casa e Dinastia	Daniela Lima	Misterio	1959
3413-2878-6600-7465	Perigo e sepulturas	 Larissa Costela	Misterio	1958
4453-5139-9397-7672	Androides e nada	Yasmin Fogaca	Misterio	1922
6271-8037-3881-2696	Esperanca e Oraculos	Joao Guilherme Barros	Misterio	2007
7597-4014-3699-4363	Sanidade e Fortuna	 Maria Eduarda Almeida	Misterio	1915
1103-3180-689-3324	Vampiros e Ambicoes	Marcos Vinicius Rocha	Misterio	1992
7139-8835-3024-2718	Furtividade e Explosoes	 Sophie Costa	Misterio	2016
8969-5278-1758-3425	Furtividade e Androides	Gustavo Pires	Misterio	1950
2218-2351-6064-55	Ordem e gangues	Joao Mendes	Misterio	1970
8724-6010-2741-3932	Destino e Logica	Rafaela Alves	Misterio	1923
9717-1900-3160-4816	Guerra e tempo	Valentina Mendes	Misterio	1970
1425-2379-9683-8012	Almas e Miserias	Livia Vieira	Misterio	2002
792-2471-6948-2563	celula cruzada	Emanuella Silveira	Misterio	1912
3531-3724-1670-6431	Bioreign	Vinicius Rocha	Misterio	2020
3862-2883-6323-4551	Chuva de sangue	 Bianca da Paz	Misterio	2002
6292-6488-1978-8605	Mortofobia	Nina Fogaca	Misterio	1951
4230-3711-1961-1107	Bodyblade	Maysa Dias	Misterio	1956
1457-1764-7210-5366	ponto de fronteira	Maria Sophia Carvalho	Misterio	2010
2325-2804-8834-9681	tiro de guerra	Luna Farias	Misterio	1957
7788-5305-5227-2791	endosso	Ana Clara Castro	Misterio	2019
9063-862-514-1849	Dreaddude	Renan Castro	Misterio	1936
493-5968-2943-1752	Archeheart	 Maria Luiza Goncalves	Misterio	1935
9386-1496-5767-1016	barragem esquecida	Joao Gabriel Rezende	Nao-ficcao	2014
340-3719-8601-9429	Guerra Celestial	Noah Mendes	Nao-ficcao	1947
3590-3193-5943-6088	Matando o Pânico	Sabrina Lima	Nao-ficcao	1990
4879-265-3547-6261	Maldicao do Fantasma	Joao Lucas Ramos	Nao-ficcao	1924
1167-2172-4685-4065	idade do sangue	Antonio Castro	Nao-ficcao	1997
5589-5693-9694-8713	Descoberta do Android	Arthur Mendes	Nao-ficcao	2022
5427-6181-4565-7504	sindrome sagrada	Pedro Jesus	Nao-ficcao	1940
406-56-7025-5747	elementos da alma	Clara Cavalcanti	Nao-ficcao	1999
8366-2575-2376-9598	Galaxia Recompensa	Sofia Lima	Nao-ficcao	1979
6853-7026-2214-4207	Agente de Tempestade	Heloisa Barbosa	Nao-ficcao	1912
3422-5178-9041-7008	cerco da razao	Rodrigo Barbosa	Nao-ficcao	1958
9116-8305-4049-6698	estrategia de herois	Vitoria da Conceicao	Nao-ficcao	1948
2902-7556-8247-6146	Golpe de Duplicidade	 Marina Oliveira	Nao-ficcao	1924
8651-4085-6215-3359	Nocaute da Ira	Pietro da Paz	Nao-ficcao	1947
9470-4675-7622-2171	vinganca da invasao	Juliana Rodrigues	Nao-ficcao	1972
9221-8835-5905-83	Fuga da Trapaca	Leonardo Ferreira	Nao-ficcao	1995
328-8271-3636-3809	invasao da liberdade	Raul Ferreira	Nao-ficcao	1938
9521-3681-617-1886	Comando de Acusacao	 Caue Cunha	Nao-ficcao	1988
9122-2604-9454-586	Resistir a Oportunidade	Amanda Silveira	Nao-ficcao	1941
2029-908-5728-7846	Rompimento da Restituicao	Leticia da Costa	Nao-ficcao	1998
4339-144-7782-306	Ruas e Decada	Heloisa da Cruz	Nao-ficcao	1931
1819-1731-5652-9763	sombra e filhos	Diego Correia	Nao-ficcao	1973
7694-8946-9067-5920	Feiticos e Missao	Ana Mendes	Nao-ficcao	1931
8991-8256-2928-1374	Retribuicao e caca	Rodrigo Barros	Nao-ficcao	1987
1360-7609-5948-434	ponte e cavaleiros	Renan Melo	Nao-ficcao	1969
1998-6338-5016-9950	Galaxia e Natureza	 Vitoria Castro	Nao-ficcao	1931
1998-5073-7880-5416	Cronica e Espaco	 Manuela Lima	Nao-ficcao	1992
391-5991-2133-95	Assassinato e Ecos	Stella da Rosa	Nao-ficcao	1938
3545-9656-8303-544	Destruicao e Comando	Luiza das Neves	Nao-ficcao	1958
8068-7526-2261-354	Perdicao e Culto	Ana Julia Melo	Nao-ficcao	1917
1095-8358-551-8374	Herois e Furtividade	Carlos Eduardo Cardoso	Nao-ficcao	1987
1696-6563-33-3915	Almas e Sanidade	Eduardo Martins	Nao-ficcao	2002
3958-4295-9238-4057	Inocentes e Esqueletos	Marcela Carvalho	Nao-ficcao	2022
6806-7662-7084-7804	Duvidas e Pesadelos	Leandro Rocha	Nao-ficcao	1951
6600-8436-7398-5089	demônios e caos	Maria Fernanda Fogaca	Nao-ficcao	1980
1645-8581-953-4004	Ambicao e enigmas	 Thales Melo	Nao-ficcao	1934
2203-5014-7482-3541	luta e esperanca	Carolina Barbosa	Nao-ficcao	1915
1541-5113-3263-7629	Traicao e Oraculos	Francisco Rodrigues	Nao-ficcao	1973
5869-5214-7845-5100	Sacrificio e Controle	 Brenda Nunes	Nao-ficcao	2009
6634-1519-7099-4083	Duvida e Desordem	Lucas Lopes	Nao-ficcao	1970
2442-4924-1946-3654	Ponto de Sangue	Antonio Novaes	Nao-ficcao	1912
4955-9980-8115-6048	fartech	Samuel Fogaca	Nao-ficcao	1987
5359-3333-3614-6387	Archesky	Maria da Mota	Nao-ficcao	1995
8215-5099-1984-1396	Bulletreign	Pedro Henrique da Mota	Nao-ficcao	1925
1066-6980-1508-6063	Evercore	Joao Miguel Lopes	Nao-ficcao	2002
6170-7398-3228-2703	vida eterna	 Matheus Correia	Nao-ficcao	2000
5562-8624-9074-7177	caca cruzada	Stephany Melo	Nao-ficcao	2001
6239-4230-759-1826	Perseguicao dos Sonhos	Amanda Monteiro	Nao-ficcao	1996
1710-347-1687-4397	Dragonsky	Heloisa da Costa	Nao-ficcao	1993
2694-6831-7752-2303	Everrain	Davi Sales	Romance	1967
9994-1065-1749-2497	Cruzada Mortal	Joao Miguel Nascimento	Romance	1938
2905-8486-7155-810	Ego Matador	Maria Clara Porto	Romance	1981
6043-5363-3138-163	Sistema de Lobisomem	Barbara Almeida	Romance	2003
8551-8439-5090-7292	sirene privada	Eduardo Ribeiro	Romance	1945
9384-9948-3499-4814	Comando Blindado	Lais Costa	Romance	1926
9770-5978-7927-3293	Cruzada Humana	 Rebeca Freitas	Romance	1977
8607-1017-583-2789	Sistema Infinito	Bruna Caldeira	Romance	2021
9424-7050-9528-3747	pânico infectado	Marcelo Campos	Romance	1996
1421-3927-8088-1963	Agente Nuclear	Mariana da Mata	Romance	2012
6520-7313-1079-6205	Grande Reino	Anthony Cavalcanti	Romance	2017
2986-1284-6953-5862	Aumento da Infracao	 Diego Alves	Romance	1933
1490-7788-4944-9379	vinganca de mentiras	Vinicius Nunes	Romance	1919
9493-6204-3083-4183	Destruicao do Conflito	Alexandre da Cruz	Romance	2022
7198-1917-3346-1505	Incinerar da Democracia	Gustavo Henrique Porto	Romance	1994
3737-9674-8377-1887	pilhagem de trapaca	Luigi Rezende	Romance	1931
4412-9087-1806-1877	Ataque de Trapaca	Leticia Cardoso	Romance	1958
9684-2541-2466-8777	ataque de guerra	Guilherme Correia	Romance	1961
9673-9195-5547-464	Estrategia de Mentiras	Eduarda Moraes	Romance	1931
9194-6432-5044-7898	Incinerar de Oportunidade	Evelyn Vieira	Romance	1980
6665-3727-6836-2359	Limpe a liberdade	Emilly Moreira	Romance	2012
4825-8791-3499-6712	Dia e Apocalipse	 Joao Gabriel da Costa	Romance	1935
2346-3652-1788-8020	Labirinto e tesouros	Lucca Moura	Romance	2012
5764-2911-2124-5435	Filhos e Destruicao	Joao da Mota	Romance	1985
2404-99-2736-5798	Jardim e Ordem	Raquel Santos	Romance	1987
6217-5335-5103-4725	Fortaleza e Dimensao	Lavinia Alves	Romance	1968
9429-5663-1646-5842	sonho e espada	Cecilia Rodrigues	Romance	1989
6511-8480-6118-714	Lei e armas	Cecilia Ramos	Romance	1936
364-2508-7357-8713	Batalha e viagem	Luiz Otavio Correia	Romance	1962
5426-8934-8372-3693	armas e planeta	 Luana Azevedo	Romance	1968
2043-129-2802-155	Jornada e Barragem	Kevin Aragao	Romance	1978
5317-9880-1938-2343	luta e lendas	Valentina Teixeira	Romance	1948
6212-5505-5619-2712	Mentiras e Evolucao	Lorenzo Fogaca	Romance	1937
4673-5612-9177-2216	Sonhos distorcidos e gangues	Joao da Luz	Romance	1957
7786-7559-2787-3595	Barbaros e Destruicao	Maria Sophia Pereira	Romance	1970
2557-6359-5869-1796	Duvida e Ordem	Eloah Lima	Romance	1979
2486-9469-9583-3454	Solidao e Miseria	Igor da Conceicao	Romance	1961
5213-7388-8871-7395	Liberdade e Imortais	Laura Ramos	Romance	1971
4157-7764-175-2066	Harmonia e Caos	 Joao Lucas Lima	Romance	2021
905-3095-7971-9883	Acao e Evolucao	Theo Pinto	Romance	1928
1991-2710-5105-7544	Desorganizacao e Acerto de Contas	Maria Cecilia da Costa	Romance	1944
4369-857-1162-2652	Deltadoom	Rafaela Rodrigues	Romance	1967
5872-1825-8966-2309	Blockland	Vitor Barros	Romance	1994
6413-9308-902-7398	Bloodcore	Breno Dias	Romance	1930
3880-5409-916-1347	Dreadlust	Calebe Jesus	Romance	1944
1224-6744-1565-8263	Geolândia	 Fernanda Barros	Romance	1938
7363-6448-9857-3388	Cyberdude	Maria Alice das Neves	Romance	1937
5574-1728-9799-7948	robô de batalha	Isadora Melo	Romance	1979
9338-4193-8658-6558	Dreadside	 Joao Miguel Peixoto	Romance	1915
6467-5658-5900-3032	Crystalblaze	Stephany Castro	Romance	1996
6266-7716-73-7419	Astroblast	Benjamin da Cruz	Romance	1954
9101-3274-7041-617	Cruzada Mortal	Leandro Nunes	Ficcao Cientifica	1915
7798-8888-1726-8517	Ego Matador	Alice Souza	Ficcao Cientifica	1913
6285-6465-6391-8378	Sistema de Lobisomem	Alicia Silveira	Ficcao Cientifica	2010
9895-2453-4178-1180	sirene privada	 Enzo Gabriel Fernandes	Ficcao Cientifica	1982
9329-9425-316-1981	Comando Blindado	Emanuel Melo	Ficcao Cientifica	1996
9192-6381-777-7437	Cruzada Humana	Joana Cunha	Ficcao Cientifica	1937
6518-7747-8861-1860	Sistema Infinito	Laura Nogueira	Ficcao Cientifica	1940
6298-1475-8061-9577	pânico infectado	Lucca da Cruz	Ficcao Cientifica	1989
7998-2167-3718-5877	Agente Nuclear	 Leticia Pires	Ficcao Cientifica	1993
2878-5959-2767-5628	Grande Reino	Pedro Lucas Gomes	Ficcao Cientifica	1923
8073-2706-8268-3447	Aumento da Infracao	Melissa da Paz	Ficcao Cientifica	2019
1382-8086-1665-875	vinganca de mentiras	Alexia Correia	Ficcao Cientifica	2018
7367-8770-6829-1227	Destruicao do Conflito	Samuel da Rosa	Ficcao Cientifica	1929
2178-5822-6349-6758	Incinerar da Democracia	Marcos Vinicius Mendes	Ficcao Cientifica	1981
9972-9193-6796-6611	pilhagem de trapaca	Emanuelly Costa	Ficcao Cientifica	2013
2160-6732-1872-5222	Ataque de Trapaca	Isabelly Moura	Ficcao Cientifica	1915
8438-3541-4522-4179	ataque de guerra	Evelyn Campos	Ficcao Cientifica	2010
9399-6668-68-5629	Estrategia de Mentiras	Luiz Fernando Cardoso	Ficcao Cientifica	2016
9274-9946-6420-4117	Incinerar de Oportunidade	 Sophia Freitas	Ficcao Cientifica	1921
1604-2611-5069-2262	Limpe a liberdade	Kevin Ribeiro	Ficcao Cientifica	2015
2044-4337-8308-6620	Dia e Apocalipse	 Clarice Moreira	Ficcao Cientifica	1998
4348-9146-2275-1145	Labirinto e tesouros	Alice Costela	Ficcao Cientifica	1946
6828-6060-3802-4670	Filhos e Destruicao	Nathan Barbosa	Ficcao Cientifica	2002
4394-5033-5955-5942	Jardim e Ordem	Esther da Rosa	Ficcao Cientifica	1976
6402-2403-3239-7822	Fortaleza e Dimensao	Isaac Nogueira	Ficcao Cientifica	1973
5924-116-5789-7883	sonho e espada	Elisa Monteiro	Ficcao Cientifica	1965
5423-7178-5264-2245	Lei e armas	Maria Alice Ferreira	Ficcao Cientifica	1938
4229-6213-764-9466	Batalha e viagem	 Caue Costa	Ficcao Cientifica	1927
7161-465-281-9502	armas e planeta	Enzo da Costa	Ficcao Cientifica	1988
3247-4554-4344-4237	Jornada e Barragem	Rafael Martins	Ficcao Cientifica	1927
6583-5527-3791-9882	luta e lendas	Natalia Fernandes	Ficcao Cientifica	2008
7258-6493-2454-5525	Mentiras e Evolucao	Helena Pinto	Ficcao Cientifica	1962
2850-2983-9805-7171	Sonhos distorcidos e gangues	 Juliana da Paz	Ficcao Cientifica	2022
6218-4015-7498-7313	Barbaros e Destruicao	Juliana Fogaca	Ficcao Cientifica	2006
4639-2800-3730-7172	Duvida e Ordem	Stephany Goncalves	Ficcao Cientifica	2022
7551-2766-37-2390	Solidao e Miseria	Nicolas Oliveira	Ficcao Cientifica	1996
697-2756-3219-2394	Liberdade e Imortais	Andre Pinto	Ficcao Cientifica	1922
4115-2666-9647-9561	Harmonia e Caos	Beatriz Peixoto	Ficcao Cientifica	1985
7820-6120-1237-2771	Acao e Evolucao	 Livia Aragao	Ficcao Cientifica	1919
6357-7149-5556-4025	Desorganizacao e Acerto de Contas	Emilly da Cruz	Ficcao Cientifica	1975
4481-3547-741-5915	Deltadoom	Evelyn Aragao	Ficcao Cientifica	2004
5280-2393-1340-4958	Blockland	Daniela Vieira	Ficcao Cientifica	1990
7554-199-6924-7613	Bloodcore	Emanuelly da Costa	Ficcao Cientifica	1921
6014-2658-8538-1959	Dreadlust	Alexia Fernandes	Ficcao Cientifica	2022
8907-569-8938-5617	Geolândia	Ana Beatriz Silveira	Ficcao Cientifica	1923
4787-6276-6214-658	Cyberdude	 Ana Costela	Ficcao Cientifica	1932
8501-6842-9767-5870	robô de batalha	Yasmin Nogueira	Ficcao Cientifica	1947
7581-7663-4371-4937	Dreadside	Ana Julia Vieira	Ficcao Cientifica	2017
9698-2537-7296-9433	Crystalblaze	Bruna Correia	Ficcao Cientifica	1959
1808-3675-5907-3198	Astroblast	Murilo Ribeiro	Ficcao Cientifica	2017
5780-8401-6226-4963	Mortal Inquisition  Óculos de grau	Felipe Barbosa	Drama	1988
7016-5018-2145-3205	Solar Attack  Orelhas	Daniel Pinto	Drama	1934
2734-1771-8819-9850	Light Alias  Sapo	Thiago Mendes	Drama	2009
566-6213-6332-6942	Human Frontier  Peixe	Paulo Fogaca	Drama	1928
7715-8830-4946-3004	Battle Retribution  Peixe	Ana Julia Gomes	Drama	1998
8510-135-2928-5987	Killing Fear  Elevador	Lara Barbosa	Drama	1966
818-6145-8898-8999	Solar Abyss  Pinguim	Arthur Martins	Drama	1915
3400-8943-9240-5850	Cosmic Aftermath  Fotógrafo	Fernanda Pires	Drama	1971
9850-7540-4499-6673	Just Heart  Sofá	 Ana Luiza Moura	Drama	1934
7748-1944-579-8423	Killing Breed  Elevador	Juliana Cavalcanti	Drama	1923
2437-2780-5784-4129	Rescue of Retribution  Lápis	 Melissa Silveira	Drama	1955
1382-223-6182-6280	Demolish of War  Gato	Maria Vitoria Oliveira	Drama	1915
6160-5727-4421-5513	Run of Friction  Copo	Gustavo Henrique Correia	Drama	1986
426-1320-7513-8117	Resist of Lies  Martelo	Evelyn Porto	Drama	2009
2485-7612-5920-9722	Plan of Violation  Pescador	Barbara Cardoso	Drama	1923
1005-857-2756-4792	Shoot of Combat  Tesoura	Enrico Oliveira	Drama	2006
3226-9136-4118-6965	Infect of Assault  Cachorro	 Levi das Neves	Drama	1927
619-5792-3087-4158	Escape of Betrayal  Pipa	Marcela Peixoto	Drama	2005
4026-6091-602-9971	Strife of Atonement  Café	Lucas Gabriel Carvalho	Drama	1972
428-5691-8614-541	Shoot of Friction  Óculos de grau	Sabrina Castro	Drama	1915
2575-6947-9528-8713	Land and Flashbacks  Beliscão	Felipe Pinto	Drama	1962
7275-4817-4969-8115	Codename and Echoes  Martelo	Gustavo Ribeiro	Drama	1982
7102-8607-3604-5094	Maze and Guns  Golfe	Beatriz da Luz	Drama	1921
156-4188-2771-6484	Chronicle and Journey  Elefante	 Arthur Souza	Drama	2011
2740-5524-7352-8597	Life and Danger  Celular	Anthony Silveira	Drama	1986
7619-5959-9156-4427	Graves and Streets  Tosse	Caua da Cunha	Drama	1931
4093-7961-9750-3232	Echoes and Codename  Basquete	Ana da Rocha	Drama	1984
1223-7972-2242-1539	Chase and Genocide  Tesoura	Heitor da Mota	Drama	1998
973-1854-8390-1854	Embers and Day  Espirro	Pietro Moreira	Drama	1989
1556-3072-7187-4040	Planet and Escalation papel	 Maria Julia Sales	Drama	1997
5212-5511-6200-1335	Despair and Explosions  Elevador	Eduarda Caldeira	Drama	2022
3097-3760-4986-5854	Skeletons and Reckoning  Basquete	Maria Vitoria Teixeira	Drama	1963
9338-4228-3077-1555	Werewolves and Struggle  Pipa	Nathan Barros	Drama	1946
6389-8486-7194-3036	Existence and Logic  Tosse	Alana Melo	Drama	1923
5722-780-4559-8821	Hope and Frenzy  Copo	Vitor Nascimento	Drama	1953
2903-5392-2937-7662	Disorder and Pain  Futebol	Juliana Sales	Drama	2005
1133-5036-1193-1679	Earth and Dust  Sofá	Ana Vitoria Farias	Drama	2005
2612-4243-8830-3499	Valor and Shadows  Pinguim	Henrique Duarte	Drama	2014
5677-1923-1718-9165	Disorder and Androids  Bola	 Lara Moraes	Drama	1944
8891-6053-6965-9104	Reason and Awe  Piada	Isabella da Cunha	Drama	1960
8461-9262-497-467	Crystalspace  Controle remoto	 Luana Melo	Drama	1964
8893-5731-9830-8480	Grimwind  Café	Isabella da Mata	Drama	1965
2720-3654-5432-5552	Battlespace  Fogão	 Giovanna Pires	Drama	1966
3671-4608-2361-7004	Alterstar  Fogão	Amanda Peixoto	Drama	1968
8849-3365-1153-5425	Blueblast  Chocolate	 Lucas Cardoso	Drama	1964
2503-4454-5209-3410	Fuseplan  Café	Lorenzo da Cunha	Drama	1999
38-8725-3572-7259	Grimborne  Elevador	Diogo Alves	Drama	1912
4315-7653-3167-1264	Borderblaze  Cachorro	Joao Vitor Cardoso	Drama	1964
1334-1700-4754-9068	Alterchase  Sofá	Bryan Nascimento	Drama	1989
918-6966-758-3744	Bladeshot  Pescador	Diego Cardoso	Drama	2014
8869-9151-4487-5697	Enemy Calamity  Orelhas	Gustavo Souza	Fantasia	1951
4381-3403-1340-2325	Celestial Virus  Cadeira	Ana Livia Teixeira	Fantasia	2022
6430-1861-2267-9046	Storm Assault  Chocolate	Evelyn Pinto	Fantasia	1943
9774-7478-9487-847	Solar Breakout  Bicicleta	Alana Azevedo	Fantasia	2017
4177-4623-3049-5602	Forgotten Call  Violão	 Paulo Caldeira	Fantasia	1931
6973-1406-5789-2642	Tactical Alliance  Elefante	Emanuel Vieira	Fantasia	1928
7401-2641-361-2064	Special Warfare  Óculos de grau	Ana Sophia Castro	Fantasia	2012
3846-361-3707-5825	Fury Reaver  Espirro	Davi Lucca Rocha	Fantasia	1950
4507-1406-4359-7639	Parasite Operation  Aplaudir	Levi Barbosa	Fantasia	1935
2027-7698-4666-7039	Ghost Mask  Bicicleta	Heloisa da Cunha	Fantasia	1922
3679-307-9210-4431	Besiege of Treachery  Elefante	Laura Farias	Fantasia	1991
6080-3339-6885-1340	Run of Privilige  Óculos de grau	Luana Caldeira	Fantasia	2021
2919-5239-4155-1459	Battle of Betrayal  Peixe	Maite Peixoto	Fantasia	1930
717-4723-4947-3814	Burn of Rule  Pato	Leticia da Mata	Fantasia	1966
4696-9594-9181-1522	Attack of Logic  Óculos de grau	Joao Gabriel da Luz	Fantasia	1971
527-4810-5268-4490	Rule of Logic  Balé	Rafael Teixeira	Fantasia	1962
842-1081-4230-278	Incinerate of Privilige  Martelo	 Nicole Duarte	Fantasia	1972
2521-2495-9414-2647	Strike of Order  Escova de dente	Ana Laura Cardoso	Fantasia	1940
